sample_index,label
img_0156.png,Luminal A
img_0157.png,Luminal B
img_0158.png,Luminal B
img_0159.png,Luminal A
img_0160.png,Luminal A
img_0161.png,HER2(+)
img_0162.png,HER2(+)
img_0163.png,HER2(+)
img_0164.png,HER2(+)
img_0165.png,Luminal B
img_0166.png,Luminal A
img_0167.png,Triple negative
img_0168.png,Luminal B
img_0169.png,HER2(+)
img_0170.png,HER2(+)
img_0171.png,Luminal A
img_0172.png,Triple negative
img_0173.png,Luminal B
img_0174.png,Luminal B
img_0175.png,Luminal A
img_0176.png,HER2(+)
img_0177.png,Luminal B
img_0178.png,Luminal A
img_0179.png,Luminal B
img_0180.png,Luminal B
img_0181.png,HER2(+)
img_0182.png,Luminal A
img_0183.png,HER2(+)
img_0184.png,HER2(+)
img_0185.png,Luminal A
img_0186.png,Luminal A
img_0187.png,Luminal B
img_0188.png,HER2(+)
img_0189.png,HER2(+)
img_0190.png,Luminal A
img_0191.png,Luminal B
img_0192.png,Luminal B
img_0193.png,HER2(+)
img_0194.png,Luminal A
img_0195.png,Triple negative
img_0196.png,HER2(+)
img_0197.png,Luminal B
img_0198.png,Luminal B
img_0199.png,Luminal A
img_0200.png,Triple negative
img_0201.png,Luminal B
img_0202.png,Luminal B
img_0203.png,Luminal B
img_0204.png,Luminal A
img_0205.png,Luminal A
img_0206.png,Luminal B
img_0207.png,Luminal B
img_0208.png,Luminal A
img_0209.png,HER2(+)
img_0210.png,Luminal B
img_0211.png,HER2(+)
img_0212.png,Luminal B
img_0213.png,Luminal B
img_0214.png,Luminal B
img_0215.png,HER2(+)
img_0216.png,HER2(+)
img_0217.png,Luminal B
img_0218.png,Triple negative
img_0219.png,HER2(+)
img_0220.png,Triple negative
img_0221.png,Luminal B
img_0222.png,Luminal B
img_0223.png,HER2(+)
img_0224.png,Triple negative
img_0225.png,Triple negative
img_0226.png,Luminal B
img_0227.png,HER2(+)
img_0228.png,Luminal B
img_0229.png,Luminal B
img_0230.png,Triple negative
img_0231.png,Luminal A
img_0232.png,Luminal A
img_0233.png,Luminal B
img_0234.png,HER2(+)
img_0235.png,Luminal B
img_0236.png,Luminal B
img_0237.png,Luminal B
img_0238.png,Luminal A
img_0239.png,Luminal B
img_0240.png,Luminal B
img_0241.png,Triple negative
img_0242.png,Triple negative
img_0243.png,Luminal B
img_0244.png,Luminal B
img_0245.png,Luminal B
img_0246.png,Luminal B
img_0247.png,Luminal A
img_0248.png,Luminal A
img_0249.png,Luminal B
img_0250.png,Luminal A
img_0251.png,Luminal B
img_0252.png,Triple negative
img_0253.png,HER2(+)
img_0254.png,Luminal A
img_0255.png,HER2(+)
img_0256.png,Luminal A
img_0257.png,Triple negative
img_0258.png,Luminal A
img_0259.png,Luminal B
img_0260.png,Luminal B
img_0261.png,HER2(+)
img_0262.png,Triple negative
img_0263.png,Luminal B
img_0264.png,Luminal A
img_0265.png,Luminal B
img_0266.png,Luminal A
img_0267.png,Luminal A
img_0268.png,Luminal B
img_0269.png,Triple negative
img_0270.png,Luminal A
img_0271.png,Luminal B
img_0272.png,Luminal B
img_0273.png,Luminal A
img_0274.png,HER2(+)
img_0275.png,Luminal B
img_0276.png,Luminal B
img_0277.png,Luminal B
img_0278.png,HER2(+)
img_0279.png,Luminal A
img_0280.png,Luminal B
img_0281.png,HER2(+)
img_0282.png,Triple negative
img_0283.png,Luminal B
img_0284.png,Luminal B
img_0285.png,Luminal A
img_0286.png,Luminal B
img_0287.png,Luminal B
img_0288.png,Luminal B
img_0289.png,Luminal B
img_0290.png,HER2(+)
img_0291.png,Triple negative
img_0292.png,Luminal B
img_0293.png,Luminal A
img_0294.png,Luminal A
img_0295.png,Luminal B
img_0296.png,Luminal B
img_0297.png,Luminal A
img_0298.png,Luminal B
img_0299.png,Triple negative
img_0300.png,Luminal B
img_0301.png,Triple negative
img_0302.png,Luminal B
img_0303.png,Luminal B
img_0304.png,HER2(+)
img_0305.png,Luminal B
img_0306.png,Luminal A
img_0307.png,HER2(+)
img_0308.png,Luminal A
img_0309.png,Luminal A
img_0310.png,Luminal B
img_0311.png,HER2(+)
img_0312.png,Luminal A
img_0313.png,HER2(+)
img_0314.png,Luminal A
img_0315.png,Luminal B
img_0316.png,Luminal B
img_0317.png,Triple negative
img_0318.png,Triple negative
img_0319.png,Luminal A
img_0320.png,Luminal B
img_0321.png,Luminal A
img_0322.png,Luminal A
img_0323.png,Luminal B
img_0324.png,Luminal B
img_0325.png,Luminal B
img_0326.png,Luminal A
img_0327.png,HER2(+)
img_0328.png,Luminal A
img_0329.png,HER2(+)
img_0330.png,Triple negative
img_0331.png,HER2(+)
img_0332.png,Luminal B
img_0333.png,Luminal A
img_0334.png,Luminal A
img_0335.png,Luminal B
img_0336.png,Triple negative
img_0337.png,Luminal A
img_0338.png,Luminal A
img_0339.png,Luminal B
img_0340.png,Luminal A
img_0341.png,Luminal B
img_0342.png,Luminal B
img_0343.png,Luminal A
img_0344.png,Triple negative
img_0345.png,HER2(+)
img_0346.png,Luminal B
img_0347.png,Luminal B
img_0348.png,Luminal A
img_0349.png,Luminal B
img_0350.png,Luminal B
img_0351.png,Luminal B
img_0352.png,Luminal A
img_0353.png,HER2(+)
img_0354.png,Luminal A
img_0355.png,HER2(+)
img_0356.png,Luminal A
img_0357.png,Luminal B
img_0358.png,HER2(+)
img_0359.png,Luminal B
img_0360.png,Luminal A
img_0361.png,Luminal A
img_0362.png,Luminal A
img_0363.png,Luminal B
img_0364.png,Luminal A
img_0365.png,Triple negative
img_0366.png,Luminal A
img_0367.png,Triple negative
img_0368.png,HER2(+)
img_0369.png,Luminal B
img_0370.png,HER2(+)
img_0371.png,Luminal B
img_0372.png,Luminal A
img_0373.png,Luminal B
img_0374.png,Triple negative
img_0375.png,Luminal B
img_0376.png,HER2(+)
img_0377.png,HER2(+)
img_0378.png,HER2(+)
img_0379.png,HER2(+)
img_0380.png,HER2(+)
img_0381.png,Luminal A
img_0382.png,HER2(+)
img_0383.png,Luminal B
img_0384.png,HER2(+)
img_0385.png,Luminal B
img_0386.png,HER2(+)
img_0387.png,Luminal B
img_0388.png,HER2(+)
img_0389.png,Luminal B
img_0390.png,Luminal A
img_0391.png,Luminal A
img_0392.png,HER2(+)
img_0393.png,Luminal A
img_0394.png,HER2(+)
img_0395.png,Luminal A
img_0396.png,Triple negative
img_0397.png,Luminal A
img_0398.png,Luminal A
img_0399.png,Triple negative
img_0400.png,Luminal B
img_0401.png,Luminal B
img_0402.png,Luminal B
img_0403.png,HER2(+)
img_0404.png,Luminal B
img_0405.png,Luminal A
img_0406.png,Luminal B
img_0407.png,Luminal B
img_0408.png,HER2(+)
img_0409.png,HER2(+)
img_0410.png,Luminal B
img_0411.png,Luminal B
img_0412.png,Luminal B
img_0413.png,HER2(+)
img_0414.png,HER2(+)
img_0415.png,Luminal B
img_0416.png,HER2(+)
img_0417.png,Luminal A
img_0418.png,Luminal B
img_0419.png,Luminal B
img_0420.png,Luminal B
img_0421.png,HER2(+)
img_0422.png,Triple negative
img_0423.png,Luminal A
img_0424.png,Luminal B
img_0425.png,Triple negative
img_0426.png,HER2(+)
img_0427.png,Luminal A
img_0428.png,Luminal B
img_0429.png,HER2(+)
img_0430.png,Luminal A
img_0431.png,Luminal B
img_0432.png,Luminal B
img_0433.png,Luminal B
img_0434.png,Triple negative
img_0435.png,HER2(+)
img_0436.png,Luminal B
img_0437.png,HER2(+)
img_0438.png,Luminal A
img_0439.png,Luminal A
img_0440.png,Luminal B
img_0441.png,Triple negative
img_0442.png,Luminal A
img_0443.png,Luminal A
img_0444.png,Luminal A
img_0445.png,Luminal B
img_0446.png,Luminal B
img_0447.png,HER2(+)
img_0448.png,Luminal A
img_0449.png,Triple negative
img_0450.png,Luminal B
img_0451.png,Triple negative
img_0452.png,Luminal A
img_0453.png,Luminal B
img_0454.png,HER2(+)
img_0455.png,HER2(+)
img_0456.png,Luminal B
img_0457.png,HER2(+)
img_0458.png,Luminal B
img_0459.png,Luminal A
img_0460.png,Luminal B
img_0461.png,Luminal B
img_0462.png,Luminal B
img_0463.png,Triple negative
img_0464.png,Triple negative
img_0465.png,Luminal A
img_0466.png,Luminal A
img_0467.png,Triple negative
img_0468.png,Luminal B
img_0469.png,Luminal B
img_0470.png,Luminal B
img_0471.png,HER2(+)
img_0472.png,Luminal B
img_0473.png,Luminal B
img_0474.png,Luminal A
img_0475.png,Luminal B
img_0476.png,Luminal B
img_0477.png,Luminal B
img_0478.png,Triple negative
img_0479.png,Luminal A
img_0480.png,HER2(+)
img_0481.png,Luminal A
img_0482.png,HER2(+)
img_0483.png,Luminal A
img_0484.png,Luminal A
img_0485.png,HER2(+)
img_0486.png,Triple negative
img_0487.png,Luminal B
img_0488.png,Luminal B
img_0489.png,Luminal B
img_0490.png,HER2(+)
img_0491.png,Luminal B
img_0492.png,Luminal B
img_0493.png,Luminal A
img_0494.png,Luminal A
img_0495.png,Luminal A
img_0496.png,HER2(+)
img_0497.png,Luminal A
img_0498.png,Triple negative
img_0499.png,Luminal A
img_0500.png,Luminal B
img_0501.png,Luminal B
img_0502.png,Luminal B
img_0503.png,Luminal A
img_0504.png,Luminal B
img_0505.png,Luminal A
img_0506.png,Luminal A
img_0507.png,Luminal B
img_0508.png,Luminal B
img_0509.png,Luminal A
img_0510.png,Triple negative
img_0511.png,Luminal B
img_0512.png,HER2(+)
img_0513.png,Luminal B
img_0514.png,Luminal B
img_0515.png,Luminal B
img_0516.png,Luminal B
img_0517.png,Triple negative
img_0518.png,Luminal B
img_0519.png,Luminal A
img_0520.png,Luminal A
img_0521.png,Luminal B
img_0522.png,Luminal B
img_0523.png,Luminal A
img_0524.png,Luminal A
img_0525.png,Luminal B
img_0526.png,Luminal B
img_0527.png,HER2(+)
img_0528.png,Luminal A
img_0529.png,Luminal B
img_0530.png,Luminal A
img_0531.png,HER2(+)
img_0532.png,Luminal B
img_0533.png,Luminal A
img_0534.png,Luminal B
img_0535.png,Luminal A
img_0536.png,Luminal A
img_0537.png,Luminal B
img_0538.png,HER2(+)
img_0539.png,Luminal B
img_0540.png,Luminal A
img_0541.png,Luminal A
img_0542.png,Triple negative
img_0543.png,Triple negative
img_0544.png,Luminal A
img_0545.png,Luminal A
img_0546.png,Luminal A
img_0547.png,Triple negative
img_0548.png,Luminal A
img_0549.png,HER2(+)
img_0550.png,HER2(+)
img_0551.png,Triple negative
img_0552.png,Triple negative
img_0553.png,Luminal A
img_0554.png,Luminal B
img_0555.png,Triple negative
img_0556.png,HER2(+)
img_0557.png,Luminal B
img_0558.png,Luminal B
img_0559.png,Triple negative
img_0560.png,Luminal A
img_0561.png,HER2(+)
img_0562.png,Luminal B
img_0563.png,Luminal A
img_0564.png,Luminal B
img_0565.png,HER2(+)
img_0566.png,Triple negative
img_0567.png,Luminal A
img_0568.png,Luminal B
img_0569.png,Triple negative
img_0570.png,Triple negative
img_0571.png,Luminal A
img_0572.png,Triple negative
img_0573.png,Triple negative
img_0574.png,HER2(+)
img_0575.png,HER2(+)
img_0576.png,Luminal A
img_0577.png,Triple negative
img_0578.png,Luminal A
img_0579.png,Luminal B
img_0580.png,Luminal A
img_0581.png,Luminal B
img_0582.png,Luminal B
img_0583.png,Luminal A
img_0584.png,HER2(+)
img_0585.png,Luminal A
img_0586.png,Luminal B
img_0587.png,Luminal B
img_0588.png,Luminal B
img_0589.png,Triple negative
img_0590.png,HER2(+)
img_0591.png,HER2(+)
img_0592.png,Luminal A
img_0593.png,Triple negative
img_0594.png,Luminal B
img_0595.png,Luminal A
img_0596.png,HER2(+)
img_0597.png,Luminal B
img_0598.png,HER2(+)
img_0599.png,HER2(+)
img_0600.png,Luminal A
img_0601.png,Triple negative
img_0602.png,Triple negative
img_0603.png,Luminal A
img_0604.png,Luminal A
img_0605.png,Luminal A
img_0606.png,Luminal A
img_0607.png,HER2(+)
img_0608.png,HER2(+)
img_0609.png,Luminal A
img_0610.png,Luminal A
img_0611.png,Luminal B
img_0612.png,Luminal B
img_0613.png,Luminal B
img_0614.png,HER2(+)
img_0615.png,Luminal A
img_0616.png,Luminal A
img_0617.png,Luminal A
img_0618.png,HER2(+)
img_0619.png,HER2(+)
img_0620.png,HER2(+)
img_0621.png,Luminal B
img_0622.png,HER2(+)
img_0623.png,Triple negative
img_0624.png,Luminal B
img_0625.png,Luminal B
img_0626.png,Luminal A
img_0627.png,HER2(+)
img_0628.png,Luminal A
img_0629.png,Luminal A
img_0630.png,HER2(+)
img_0631.png,HER2(+)
img_0632.png,HER2(+)
img_0633.png,HER2(+)
img_0634.png,Triple negative
img_0635.png,Luminal A
img_0636.png,Luminal B
img_0637.png,Triple negative
img_0638.png,HER2(+)
img_0639.png,Luminal A
img_0640.png,Luminal A
img_0641.png,Luminal B
img_0642.png,Luminal A
img_0643.png,Luminal B
img_0644.png,Triple negative
img_0645.png,Luminal B
img_0646.png,Triple negative
img_0647.png,Triple negative
img_0648.png,Luminal B
img_0649.png,Luminal B
img_0650.png,Luminal B
img_0651.png,Luminal A
img_0652.png,Luminal B
img_0653.png,Luminal B
img_0654.png,HER2(+)
img_0655.png,Luminal B
img_0656.png,HER2(+)
img_0657.png,Luminal A
img_0658.png,Luminal B
img_0659.png,HER2(+)
img_0660.png,HER2(+)
img_0661.png,Luminal B
img_0662.png,Luminal A
img_0663.png,Luminal A
img_0664.png,HER2(+)
img_0665.png,Triple negative
img_0666.png,Luminal A
img_0667.png,Luminal A
img_0668.png,Triple negative
img_0669.png,HER2(+)
img_0670.png,Luminal A
img_0671.png,HER2(+)
img_0672.png,Luminal A
img_0673.png,Luminal A
img_0674.png,Luminal A
img_0675.png,Luminal A
img_0676.png,Luminal B
img_0677.png,Luminal B
img_0678.png,Luminal B
img_0679.png,Luminal A
img_0680.png,Luminal B
img_0681.png,Triple negative
img_0682.png,Triple negative
img_0683.png,Luminal A
img_0684.png,Triple negative
img_0685.png,Triple negative
img_0686.png,Luminal A
img_0687.png,Luminal A
img_0688.png,HER2(+)
img_0689.png,Luminal B
img_0690.png,HER2(+)
img_0691.png,Triple negative
img_0692.png,Luminal B
img_0693.png,Luminal B
img_0694.png,HER2(+)
img_0695.png,Luminal A
img_0696.png,Triple negative
img_0697.png,Luminal A
img_0698.png,HER2(+)
img_0699.png,Luminal A
img_0700.png,Luminal B
img_0701.png,Triple negative
img_0702.png,HER2(+)
img_0703.png,Triple negative
img_0704.png,HER2(+)
img_0705.png,HER2(+)
img_0706.png,Luminal B
img_0707.png,HER2(+)
img_0708.png,Luminal A
img_0709.png,Triple negative
img_0710.png,Luminal A
img_0711.png,Luminal A
img_0712.png,Triple negative
img_0713.png,Luminal A
img_0714.png,Luminal B
img_0715.png,Luminal B
img_0716.png,HER2(+)
img_0717.png,Luminal B
img_0718.png,Luminal A
img_0719.png,Luminal A
img_0720.png,Luminal A
img_0721.png,Luminal A
img_0722.png,Luminal B
img_0723.png,Luminal B
img_0724.png,Luminal B
img_0725.png,Luminal A
img_0726.png,Luminal B
img_0727.png,Luminal A
img_0728.png,Luminal A
img_0729.png,Luminal A
img_0730.png,HER2(+)
img_0731.png,Luminal A
img_0732.png,Luminal B
img_0733.png,Luminal A
img_0734.png,Luminal A
img_0735.png,Luminal B
img_0736.png,HER2(+)
img_0737.png,Luminal B
img_0738.png,Luminal B
img_0739.png,Luminal B
img_0740.png,Luminal B
img_0741.png,HER2(+)
img_0742.png,HER2(+)
img_0743.png,Triple negative
img_0744.png,Luminal B
img_0745.png,HER2(+)
img_0746.png,Luminal B
img_0747.png,Triple negative
img_0748.png,Luminal A
img_0749.png,Triple negative
img_0750.png,Luminal A
img_0751.png,Luminal B
img_0752.png,Luminal A
img_0753.png,Luminal B
img_0754.png,HER2(+)
img_0755.png,Luminal A
img_0756.png,Luminal B
img_0757.png,Luminal A
img_0758.png,HER2(+)
img_0759.png,Luminal A
img_0760.png,Luminal B
img_0761.png,Luminal A
img_0762.png,Luminal B
img_0763.png,Luminal B
img_0764.png,Luminal B
img_0765.png,HER2(+)
img_0766.png,Triple negative
img_0767.png,Luminal B
img_0768.png,Triple negative
img_0769.png,HER2(+)
img_0770.png,Luminal A
img_0771.png,Luminal B
img_0772.png,Luminal B
img_0773.png,Luminal A
img_0774.png,HER2(+)
img_0775.png,Luminal B
img_0776.png,HER2(+)
img_0777.png,Luminal B
img_0778.png,Luminal B
img_0779.png,Luminal A
img_0780.png,Luminal B
img_0781.png,HER2(+)
img_0782.png,Luminal A
img_0783.png,Triple negative
img_0784.png,Luminal B
img_0785.png,Luminal B
img_0786.png,Luminal A
img_0787.png,Triple negative
img_0788.png,HER2(+)
img_0789.png,HER2(+)
img_0790.png,Triple negative
img_0791.png,Luminal B
img_0792.png,HER2(+)
img_0793.png,HER2(+)
img_0794.png,Luminal B
img_0795.png,Luminal B
img_0796.png,Luminal B
img_0797.png,Luminal B
img_0798.png,HER2(+)
img_0799.png,Luminal A
img_0800.png,Luminal B
img_0801.png,HER2(+)
img_0802.png,HER2(+)
img_0803.png,Luminal B
img_0804.png,Luminal B
img_0805.png,Luminal B
img_0806.png,Luminal B
img_0807.png,Luminal A
img_0808.png,Luminal A
img_0809.png,Luminal A
img_0810.png,Luminal B
img_0811.png,Luminal A
img_0812.png,Luminal B
img_0813.png,Luminal B
img_0814.png,Luminal B
img_0815.png,Triple negative
img_0816.png,Luminal B
img_0817.png,Luminal B
img_0818.png,Luminal A
img_0819.png,Triple negative
img_0820.png,HER2(+)
img_0821.png,HER2(+)
img_0822.png,HER2(+)
img_0823.png,Luminal A
img_0824.png,Triple negative
img_0825.png,Luminal B
img_0826.png,Luminal A
img_0827.png,Luminal B
img_0828.png,Luminal B
img_0829.png,Luminal A
img_0830.png,HER2(+)
img_0831.png,Luminal B
img_0832.png,Luminal B
img_0833.png,Luminal A
img_0834.png,Luminal A
img_0835.png,Triple negative
img_0836.png,Luminal A
img_0837.png,Luminal B
img_0838.png,HER2(+)
img_0839.png,Luminal B
img_0840.png,Luminal B
img_0841.png,Luminal B
img_0842.png,Luminal B
img_0843.png,Luminal B
img_0844.png,HER2(+)
img_0845.png,Luminal A
img_0846.png,Triple negative
img_0847.png,Luminal A
img_0848.png,Luminal A
img_0849.png,Luminal B
img_0850.png,Luminal A
img_0851.png,Luminal B
img_0852.png,Luminal B
img_0853.png,HER2(+)
img_0854.png,Triple negative
img_0855.png,Triple negative
img_0856.png,Luminal A
img_0857.png,HER2(+)
img_0858.png,Luminal B
img_0859.png,HER2(+)
img_0860.png,HER2(+)
img_0861.png,Luminal B
img_0862.png,Luminal A
img_0863.png,Triple negative
img_0864.png,HER2(+)
img_0865.png,Luminal A
img_0866.png,Luminal B
img_0867.png,Luminal A
img_0868.png,Luminal B
img_0869.png,Luminal A
img_0870.png,Luminal A
img_0871.png,Luminal B
img_0872.png,HER2(+)
img_0873.png,HER2(+)
img_0874.png,HER2(+)
img_0875.png,Luminal B
img_0876.png,Luminal B
img_0877.png,Luminal B
img_0878.png,Luminal A
img_0879.png,Luminal B
img_0880.png,Luminal A
img_0881.png,Triple negative
img_0882.png,Triple negative
img_0883.png,Luminal B
img_0884.png,Luminal A
img_0885.png,Luminal A
img_0886.png,Luminal B
img_0887.png,Luminal B
img_0888.png,Luminal B
img_0889.png,Luminal B
img_0890.png,Triple negative
img_0891.png,HER2(+)
img_0892.png,Luminal A
img_0893.png,Luminal A
img_0894.png,Triple negative
img_0895.png,Luminal A
img_0896.png,Luminal B
img_0897.png,Triple negative
img_0898.png,Luminal A
img_0899.png,Luminal A
img_0900.png,Luminal B
img_0901.png,Luminal B
img_0902.png,HER2(+)
img_0903.png,Triple negative
img_0904.png,Triple negative
img_0905.png,Luminal A
img_0906.png,Luminal A
img_0907.png,Luminal B
img_0908.png,Luminal A
img_0909.png,Luminal A
img_0910.png,Luminal B
img_0911.png,Triple negative
img_0912.png,Luminal A
img_0913.png,Luminal A
img_0914.png,HER2(+)
img_0915.png,Luminal A
img_0916.png,Luminal B
img_0917.png,Luminal B
img_0918.png,Triple negative
img_0919.png,Luminal B
img_0920.png,Luminal A
img_0921.png,Luminal A
img_0922.png,Luminal B
img_0923.png,Luminal B
img_0924.png,HER2(+)
img_0925.png,Luminal A
img_0926.png,HER2(+)
img_0927.png,HER2(+)
img_0928.png,Triple negative
img_0929.png,Triple negative
img_0930.png,Luminal A
img_0931.png,Luminal B
img_0932.png,Luminal B
img_0933.png,Luminal B
img_0934.png,Luminal A
img_0935.png,Luminal B
img_0936.png,Luminal A
img_0937.png,HER2(+)
img_0938.png,Luminal B
img_0939.png,Triple negative
img_0940.png,Luminal A
img_0941.png,Luminal B
img_0942.png,Luminal B
img_0943.png,Luminal B
img_0944.png,Luminal B
img_0945.png,HER2(+)
img_0946.png,Luminal A
img_0947.png,Luminal A
img_0948.png,Luminal B
img_0949.png,HER2(+)
img_0950.png,Luminal B
img_0951.png,Luminal A
img_0952.png,Triple negative
img_0953.png,Luminal B
